premise,hypothesis,label
"['mortifyingly', 'enough', 'difficulty', 'laziness', 'pathetic', 'formlessness', 'youth', 'round', 'peg', 'square', 'hole', 'whatever', 'want']","['youth', 'known', 'gogetters']",2
"['eric', 'think', 'um']","['think', 'eric']",0
"['dan', 'burton', 'appearance', 'good', 'morning', 'america', 'said', 'sent', 'letter', 'attorney', 'general', 'janet', 'reno', 'urging', 'fbi', 'seize', 'kuhn', 'paperback', 'immediately', 'examined', 'labs']","['dan', 'burton', 'never', 'appeared', 'good', 'morning', 'america']",2
"['however', 'extent', 'comments', 'electronically', 'available', 'role', 'access', 'played', 'rulemaking', 'process', 'varied', 'substantially']","['comments', 'extent', 'availability', 'played', 'role', 'rule', 'making', 'process']",2
"['provide', 'common', 'understanding', 'needed', 'expected', 'information', 'technology', 'security', 'programs', 'nist', 'developed', 'published', 'generally', 'accepted', 'principles', 'practices', 'securing', 'information', 'technology', 'systems', 'special', 'pub', '80014', 'september', '1996']","['common', 'understanding', 'needed', 'expected', 'information', 'technology', 'security', 'programs', 'established']",2
['well'],"['dont', 'tell']",2
"['findings', 'administrator', 'determined', 'environmental', 'impact', 'statement', 'need', 'prepared']","['environmental', 'impact', 'statement', 'useful', 'administrator', 'anyway']",1
"['generally', 'ph', 'scrubbing', 'liquor', 'falls', 'range', '50', '60', 'additional', 'reagent', 'required', 'maintain', 'reactivity', 'absorbent']","['ph', 'scrubbing', 'liquor', 'falls', 'range', '50', '60', 'whole', 'world', 'may', 'explode']",2
"['table', '41', 'selected', 'federal', 'income', 'tax', 'provisions', 'influence', 'personal', 'saving']","['table', '41', 'tax', 'provisions', 'related', 'personal', 'saving']",0
"['sikhs', 'reacted', 'violently', 'persecution', 'marathas', 'spread', 'orissa', 'year', '1739', 'nadir', 'shah', 'persia', 'invaded', 'carried', 'peacock', 'throne', 'broken', 'assassination']","['persecution', 'sikhs', 'met', 'violent', 'reactions']",0
"['renowned', 'theban', 'queen', 'nefertari', 'wife', 'ramses', 'ii', 'ornate', 'tomb', 'number', '66', 'always', 'accessible']","['ornate', 'tomb', 'number', '66', 'though', 'always', 'accessible', 'renowned', 'theban', 'queen', 'nefertari']",0
"['wagon', 'man', 'got', 'killed', 'attacked']","['attacked', 'killed', 'wagon', 'man']",0
"['ah', 'triple', 'pig']","['pig', 'tripled']",0
['problem'],['issue'],0
"['standing', 'front', 'grey', 'backdrop', 'somewhere', 'could', 'anywhere']",['obvious'],2
"['time', 'around', 'lloyd', 'believes', 'hes', 'messiah']","['chapter', 'novel', 'lloyd', 'dreams', 'hes', 'messiah']",1
"['got', 'governor', 'shes', 'going']","['governor', 'going']",0
"['eyes', 'flashed', 'continually', 'one', 'window']","['least', 'two', 'windows', 'could', 'see']",0
"['larger', 'ski', 'resorts', '90', 'minutes', 'away']","['travel', '90', 'minutes', 'could', 'arrive', 'larger', 'ski', 'resorts']",0
"['sculpture', 'stone', 'carving', 'perfectly', 'modified', 'harmonies', 'design', 'four', 'columns', 'corners', 'hollow', 'carry', 'water', 'roof', 'urns', 'roof', 'disguised', 'chimneys']","['corner', 'columns', 'design', 'allow', 'water', 'drained', 'roof']",0
"['chancy', 'road', 'winding', '475metre', '1560foot', 'summit', 'likely', 'test', 'engine', 'suspension', 'car', 'well', 'persistence']","['short', 'easy', 'trip', 'get', 'summit']",2
"['good', 'mistress', 'sir']","['good', 'mistress']",0
"['editors', 'part', 'arrange', 'written', 'case']","['editors', 'make', 'sure', 'get', 'written', 'case', 'contingencies']",0
"['shore', 'temple', 'withstood', 'wind', 'waves', '12', 'centuries', 'made', 'two', 'shrines']","['shore', 'temple', 'made', 'two', 'shrines']",0
"['tig', 'funds', 'support', 'technology', 'evaluation', 'project', 'initiative', 'legal', 'aid', 'society', 'cincinnati']","['technology', 'evolution', 'project', 'founded', '1992']",1
"['world', 'ripped', 'apart', 'around', 'replaced', 'world', 'fear', 'blood', 'fire']","['world', 'still', 'peace', 'known', 'across', 'land']",2
"['text', 'box', '21', 'gross', 'domestic', 'product', 'gross', 'national', 'product', '48text', 'box', '41', 'nipa', 'federal', 'unified', 'budget', 'concepts']","['text', 'gbp', 'usd']",2
"['lscs', 'state', 'planning', 'initiative', 'began', '1995', 'primarily', 'response', 'programmatic', 'changes', 'budget', 'cuts', 'threatening', 'survival', 'legal', 'services', 'delivery', 'across', 'nation']","['lsc', 'state', 'planning', 'initiative', 'first', 'kind', 'among', 'similar', 'organizations']",1
"['emergency', 'physician', 'attitudes', 'concerning', 'intervention', 'alcohol', 'abusedependence', 'emergency', 'department']","['physicians', 'never', 'consulted', 'substance', 'abuse', 'interventions', 'er']",2
"['fled', 'car', 'cops', 'arrived', 'led', 'chase', 'ended', 'massive', 'crash']","['cops', 'set', 'pursuit', 'traffic', 'accident', 'happened']",0
"['really', 'dont', 'feel', 'comfortable', 'around', 'people', 'enjoy', 'making', 'speeches']","['people', 'like', 'giving', 'speeches', 'make', 'uncomfortable']",0
"['lack', 'sleep', 'always', 'remedied', 'later', 'madrileo', 'might', 'tell', 'tops', 'late', 'night', 'earlymorning', 'chocolate', 'con', 'curros', 'frieddough', 'chocolate', 'snack', 'ideal', 'absorbing', 'alcohol', 'way', 'home', 'shower', 'continues', 'work']","['citizens', 'madrid', 'eager', 'party', 'creating', 'city', 'also', 'active', 'night']",1
"['smiled', 'vaguely']","['moved', 'face']",0
"['celebrated', 'fact', 'announcing', 'capital', 'would', 'moved', 'calcutta', 'whole', 'new', 'city', 'built', 'delhi']","['capital', 'moved', 'calcutta', 'new', 'city']",0
"['organizations', 'activities', 'core', 'processes', 'resources', 'must', 'aligned', 'support', 'mission', 'help', 'achieve', 'goals']","['achieving', 'organizational', 'goals', 'reflects', 'change', 'core', 'processes']",1
"['oh', 'course']",['course'],2
"['designed', 'series', 'pleasure', 'gardens', 'italianate', 'style', '1865', 'cascades', 'spectacular', 'fountains', 'rustic', 'grottoes', 'ongoing', 'restoration', 'hopes', 'bring', 'back', 'original', 'plan']","['ongoing', 'restoration', 'hopes', 'restore', 'pleasure', 'gardens', 'original', 'splendor']",0
"['although', 'significant', 'part', 'poverty', 'population', 'asians', 'historically', 'able', 'participate', 'services', 'programs', 'available', 'poor', 'said']","['1', 'asians', 'poor']",1
['reply'],"['didnt', 'respond']",0
"['recently', 'speculation', 'subsided']","['speculation', 'ignored', 'recently']",1
"['watched', 'sandoro', 'silent', 'thoughts']","['sandoro', 'watched', 'man']",0
"['interim', 'rule', 'reviewed', 'ins', 'eoir', 'executive', 'order']","['ins', 'eoir', 'found', 'errors', 'rule']",1
"['yeah', 'really', 'kidding']","['oh', 'youre', 'joking']",2
"['isnt', 'lookalike', 'good', 'enough']","['come', 'look', 'alike', 'isnt', 'good', 'enough', 'stunt', 'double']",1
"['addition', 'funding', 'secured']","['funding', 'secured']",0
"['4', 'clintons', 'job', 'rating', 'fell', '60', '55', 'points', 'washington', 'post', 'poll', 'apparently', 'pollees', 'disapproved', 'use', 'white', 'house', 'fund', 'raising']","['clintons', 'job', 'ratings', 'fell', 'alltime', 'low']",1
"['budget', 'deal', '2002', 'national', 'defense', 'consume', '273', 'billion', 'year', 'compared', '267', 'billion']","['national', 'defense', 'budget', 'decrease', '2002']",2
"['took', 'wicked', 'blade', 'well']","['men', 'took', 'swords', 'dozen', 'least']",1
"['rouen', 'ancient', 'center', 'normandys', 'thriving', 'textile', 'industry', 'place', 'joan', 'arcs', 'martyrdom', 'national', 'symbol', 'resistance', 'tyranny']","['joan', 'arc', 'sacrificed', 'life', 'rouen', 'became', 'enduring', 'symbol', 'opposition', 'tyranny']",0
"['yeah', 'found', 'real', 'interesting']","['also', 'somewhat', 'interested']",0
"['sociologists', 'speculations', 'add', 'mine']","['dont', 'agree', 'sociologists']",2
"['1952', 'king', 'farouk', 'signed', 'abdication', 'boarding', 'yacht', 'exile', 'italy']","['king', 'farouk', 'exiled', 'italy', 'signed', 'abdication', '1952']",0
"['first', 'reached', 'luxor', 'esna', '54', 'km', '33', 'miles', 'road']","['esna', 'located', '54km', 'away', 'luxor']",0
"['cooper', 'building', 'forms', 'heart', 'las', 'garment', 'district', 'located', 'southeast', 'central', 'downtown', 'los', 'angeles', 'street']","['la', 'garment', 'district', 'since', 'cooper', 'building', 'turned', 'ice', 'skating', 'rink']",2
"['personal', 'parties', 'uh', 'phone', 'answering', 'phone', 'uh', 'commercial', 'things']","['personal', 'parties', 'phone', 'answering', 'things']",0
"['even', 'though', 'national', 'saving', 'remains', 'relatively', 'low', 'us', 'historical', 'standards', 'economic', 'growth', 'recent', 'years', 'high', 'better', 'investments', 'made']","['americans', 'save', '1', 'income']",1
"['yeah', 'yeah', 'bloodless', 'good', 'guys', 'get', 'hit', 'day', 'long', 'shake', 'dont', 'dont', 'know', 'get', 'epileptic', 'fits', 'anything', 'getting', 'hit', 'head']","['theyd', 'given', 'someone', 'epileptic', 'fit', 'whole', 'thing', 'would', 'ten', 'times', 'believable', 'thats', 'needed']",1
"['good', 'peripheral', 'vision', 'really', 'concentrate']","['one', 'gets', 'distracted', 'easy', 'make', 'fatal', 'mistake']",1
"['submit', 'report', 'designated', 'officials']","['everyone', 'needs', 'see', 'report']",1
"['ooh', 'kind', 'tough', 'think', 'others', 'although', 'watch', 'frivolous', 'things', 'uh', 'like', 'thursday', 'nights', 'nine', 'oclock', 'get', 'home', 'aerobics', 'watch', 'uh', 'knots', 'landing']","['ive', 'never', 'aerobics', 'class']",2
"['since', 'system', 'would', 'automatically', 'verify', 'receipts', 'acceptances', 'prior', 'invoice', 'payment', 'authorization', 'would', 'need', 'authorize', 'payment', 'prior', 'verification', 'receipt']","['new', 'system', 'computer', 'based', 'includes', 'customer', 'credit', 'card', 'information']",1
"['umhum', 'yeah', 'know', 'thats', 'like', 'uhhuh']","['thats', 'like', 'worst', 'thing', 'could', 'happen']",1
"['really', 'oh', 'thought', 'great', 'yeah']",['want'],1
"['tokugawa', 'shoguns', 'feared', 'opening', 'floodgates', 'western', 'culture', 'prolonged', 'isolation', 'traumatic', 'effect', 'japanese', 'society']","['opening', 'floodgates', 'western', 'culture', 'prolonged', 'isolation', 'traumatic', 'effect', 'japanese', 'society', 'tokugawa', 'shoguns', 'feared']",0
"['gametrackers', 'time', 'attempt', 'locate', 'tigers', 'hunting', 'ground', 'evening', 'safari']","['tigers', 'hunting', 'time']",1
"['also', 'view', 'roman', 'nileometer', 'carved', 'rock', 'measured', 'height', 'river', 'helped', 'ancient', 'priests', 'time', 'announcement', 'nile', 'flood', 'initiated', 'movement', 'workers', 'fields', 'community', 'projects', 'temple', 'building']","['ancient', 'priests', 'predicted', 'floods', 'roman', 'nileometer']",0
"['participation', 'rulemaking', 'process', 'requires', '1', 'public', 'aware', 'opportunities', 'participate', '2', 'systems', 'allow', 'agencies', 'receive', 'comments', 'efficient', 'effective', 'manner']","['rulemaking', 'process', 'requires', 'public', 'made', 'aware', 'opportunity', 'take', 'part']",0
"['turn', 'even', 'im', 'walking', 'dead', 'mans', 'shoes', 'make', 'way', 'afresh']",['turn'],2
"['majestic', 'room', 'used', 'modernday', 'entertaining', 'queen', 'hosts', 'dinners', 'banquets']","['dinners', 'queen', 'royal', 'dining', 'room', 'much', 'sought', 'invitations']",1
"['proserous', 'tourist', 'district', 'full', 'shopping', 'centers', 'department', 'stores', 'along', 'number', 'good', 'restaurants']","['shopping', 'tourist', 'district', 'cheapest', 'around']",1
"['seems', 'special', 'bargain', 'price', 'one', 'week', 'could', 'turn', 'yearround', 'con']","['weekly', 'store', 'sales', 'turn', 'yearround', 'sale', 'scams', 'frustrate', 'previous', 'customers']",1
"['critics', 'call', 'subject', 'film', 'inherently', 'intriguing', 'complain', 'marred', 'burnsian', 'sensibility']","['critics', 'never', 'got', 'chance', 'see', 'film']",2
['recommendations'],['suggesetions'],0
"['consolidated', 'programs', 'increase', 'efficiency', 'deploy', 'resources', 'effectively']","['programs', 'increase', 'efficiency', 'consolidated']",0
"['get', 'know', 'daytime', 'feedings']","['sleep', 'day', 'since', 'dont', 'daytime', 'feedings']",2
['waterloo'],['dday'],2
"['stale', 'macho', 'jokes', 'formulaic', 'cliffhangers', 'drive', 'chasebynumbers', 'thriller', 'bumpy', 'road', 'nowhere', 'holden', 'new', 'york', 'times']","['movie', 'riddled', 'cliches', 'male', 'buddy', 'humor', 'make', 'film', 'boring']",0
"['beside', 'fortress', 'lies', '18thcentury', 'caravanserai', 'inn', 'converted', 'hotel', 'hosts', 'regular', 'folklore', 'evenings', 'turkish', 'dance', 'music']","['18th', 'century', 'caravanserai', 'hotel']",0
"['dave', 'hanson', 'nothing', 'impossible', 'well', 'nearly', 'impossible', 'task', 'task', 'engineering', 'building']","['building', 'job', 'difficult', 'complete']",0
"['dont', 'know']",['know'],2
"['see', 'idea', '35', 'think', 'tuppence', 'paused', 'grasp', 'supposition', 'fully', 'jane', 'finn', 'wanted', 'go', 'paris', 'mr', 'carter', 'smiled', 'wearily', 'ever']","['tuppence', 'couldnt', 'grasp', 'concept']",2
"['hcfa', 'published', 'notice', 'proposed', 'rulemaking', 'march', '28', '1997', '62', 'fed']","['hcfa', 'tried', 'keep', 'everyone', 'informed', 'rules', 'making']",1
"['even', 'entire', 'unified', 'surplus', 'saved', 'gdp', 'per', 'capita', 'would', 'fall', 'somewhat', 'short', 'us', 'historical', 'average', 'doubling', 'every', '35', 'years']","['entire', 'unified', 'surplus', 'saved', 'assumed', 'gdp', 'would', 'fall', 'short', 'us', 'historical', 'average']",0
"['albino', 'alligator', 'miramax']","['albino', 'alligators', 'rare', 'wild']",1
"['participants', 'suggested', 'need', 'new', 'reporting', 'model', 'auditing', 'renewed', 'focus', 'quality', 'auditing', 'building', 'effective', 'working', 'relationships', 'audit', 'committee']","['participants', 'wanted', 'auditing', 'model', 'stay']",2
"['result', 'epa', 'could', 'ensure', 'directing', 'efforts', 'toward', 'environmental', 'problems', 'greatest', 'concern', 'citizens', 'posed', 'greatest', 'risk', 'health', 'population', 'environment']","['epa', 'couldnt', 'ensure', 'directing', 'efforts', 'toward', 'environmental', 'problem']",0
"['acondition', 'assessment', 'survey', 'cas']","['tv', 'marketing', 'study']",2
"['long', 'famous', 'home', 'artists', 'bohemians', 'call', 'la', 'butte', 'mound', 'montmartre', 'essential', 'piece', 'paris', 'mythology']","['artists', 'bohemians', 'call', 'mound', 'candy', 'bar']",1
"['apartmenttwentyone', 'b', 'apparently']","['apartment', '21b', 'sought']",1
"['would', 'barbecue', 'turkey', 'chicken']","['would', 'barbecue', 'cow', 'veal']",2
"['1', 'unit', 'fully', 'staffed', 'lsc', 'office', 'program', 'performance', 'state', 'planning', 'team', 'contain', '260', 'years', 'experience', 'lscfunded', 'programs']","['lsc', '260', 'years', 'experience', 'staff']",0
"['dinghies', 'available', 'hire', 'marinas', 'tel', 'aviv', 'jaffa', 'akko', 'netanya', 'nahariya']","['tel', 'aviv', 'jaffa', 'akko', 'akko', 'netanya', 'nahariya', 'offer', 'dinghies']",2
['art'],"['place', 'art']",0
"['closed', 'sabbath']","['sabbath', 'open']",2
"['one', 'possible', 'explanation', 'surging', 'household', 'wealth', 'recent', 'years', 'contributed', 'virtual', 'disappearance', 'personal', 'saving']","['people', 'putting', 'wouldve', 'personal', 'savings', 'displays', 'wealth', 'often', 'recent', 'years']",1
"['ready', 'train', 'ride', 'jon', 'asked', 'adrin']","['jon', 'asked', 'adrin', 'train']",0
"['usually', 'sites', 'program', 'effects', 'case', 'studies', 'selected', 'great', 'care', 'criteria', 'whether', 'evidence', 'program', 'implemented', 'site', 'whether', 'site', 'subjected', 'changes', 'could', 'effects', 'program', 'could', 'mask', 'effects', 'addition', 'site', 'group', 'sites', 'studied', 'supports', 'generalizability', 'findings']","['criteria', 'selecting', 'sites', 'programs']",2
"['pieces', 'paying', '33']","['pieces', 'paying', 'every', '3', 'hours']",1
"['also', 'final', 'rule', 'intended', 'retroactive', 'effect', 'administrative', 'procedures', 'must', 'exhausted', 'prior', 'judicial', 'challenge', 'provisions', 'rule']","['final', 'rule', 'isnt', 'meant', 'retroactive', 'effect', 'affect', 'legislation', 'next', 'year']",1
"['new', 'guideline', 'example', 'may', 'tell', 'us', 'send', 'heart', 'surgery', 'patients', 'home', 'earlier']","['new', 'guideline', 'may', 'open', 'hospital', 'beds', 'incoming', 'patients']",1
"['splendid', 'life', '”', 'i', 'loved', 'smile', 'face', 'head', 'thrown', 'back']","['said', 'happy', 'life', 'led']",0
"['includes', 'testing', 'information', 'review', 'interviews', 'related', 'data', 'reliability']","['testing', 'made', '12pm', 'mondays']",1
"['media', 'focused', 'liggetts', 'admissions', 'obviousthat', 'cigarettes', 'addictive', 'cause', 'cancer', 'heart', 'diseaseand', 'agreement', 'pay', 'states', 'quarter', 'relatively', 'small', 'pretax', 'profits', 'next', '25', 'years']","['media', 'reported', 'lingetts', 'admission', 'cigarettes', 'cause', 'cancer', 'users']",1
"['paroseas', 'cave', 'reef', 'wreck', 'diving', 'around', 'shores', 'giving', 'diver', 'wide', 'range', 'environments', 'explore']","['diver', 'good', 'range', 'places', 'explore']",0
"['im', 'kind', 'familiar', 'weather', 'way', 'west', 'texas', 'lewisville']","['know', 'exactly', 'weather', 'like', 'lewisville']",2
"['enlarging', 'village', 'desirable', 'knew', 'severn', 'desired', 'wealth', 'seat', 'council', 'elders']","['severn', 'wanted', 'rich']",0
"['spock', 'cure', 'american', 'mothers', 'fathers', 'impossible', 'dream', 'professional', 'parents', 'equipped', 'developmentally', 'correct', 'answers']","['american', 'parents', 'often', 'dream', 'professional', 'parents']",0
"['visiting', 'old', 'woman', 'village', 'explained', 'lawrence', 'told', 'monsieur', 'poirot', 'thought', 'would', 'call']","['old', 'woman', 'village', 'visiting']",0
"['purpose', 'selfinspection', 'process', 'provide', 'programs', 'means', 'verify', 'reviewing', 'sample', 'cases', '1999', 'csr', 'data', 'satisfies', 'lscs', 'standards', 'accuracy']","['selfinspection', 'process', 'purpose', 'hurt', 'legitimacy', 'cases']",2
"['recently', 'however', 'settled', 'become', 'decidedly', 'less', 'experimental']","['lost', 'experimental', 'nature', 'due', 'old', 'age']",1
['shouldnt'],"['doesnt', 'actually', 'want', 'way']",1
"['also', 'sorbentbased', 'approaches', 'development', 'may', 'prove', 'time', 'preferable', 'aci', 'making', 'use', 'aci', 'conservative', 'assumption']","['sorbentbased', 'approaches', 'development', 'may', 'preferable', 'acl']",0
"['winged', 'victory', 'samothrace', 'beautifully', 'proportioned', 'venus', 'de', 'milo']","['venus', 'de', 'milo', 'better', 'proportions', 'victory', 'samothrace']",1
"['december', 'day', '1917', 'british', 'general', 'allenby', 'rode', 'jaffa', 'gate', 'dismounted', 'horse', 'would', 'ride', 'jesus', 'walked', 'accepted', 'surrender', 'city', 'ottoman', 'turks', 'fled', 'flag', 'surrender', 'bedsheet', 'american', 'colony', 'hotel']","['1917', 'brittish', 'general', 'allenby', 'surrendered', 'city', 'using', 'bedsheet']",2
"['index', 'average', 'number', 'public', 'school', 'students', 'expelled', 'school', 'day', 'last', 'year', 'gun', '34']","['number', 'school', 'students', 'expelled', 'dependent', 'availability', 'guns']",1
"['according', 'jane', 'langmuir', 'director', 'project', 'water', 'heat', 'come', 'together', 'create', 'totally', 'new', 'appliance']","['jane', 'langmuir', 'one', 'conceived', 'project']",1
"['huhuh', 'dont', 'even', 'want', 'go', 'anywhere', 'yeah', 'thats']","['prefer', 'travel']",0
"['also', 'sometimes', 'called', 'simply', 'beaubourg', '13thcentury', 'neighborhood', 'surrounds']","['sometimes', 'referred', 'name', 'surrounding', 'neighborhood']",0
"['materials', 'searched', 'counterevidence', 'subsidiary', 'branching', 'paths', 'laid']","['materials', 'searched', 'counterevidence']",2
['inferior'],['substandard'],0
"['however', 'associated', 'cost', 'primarily', 'costs', 'assessing', 'collecting', 'duties', 'imported', 'merchandise', 'salaries', 'import', 'specialists', 'classify', 'merchandise', 'costs', 'processing', 'paperwork']","['associated', 'cost', 'costs', 'assessing', 'collecting', 'duties']",2
"['however', 'postal', 'service', 'provide', 'much', 'detail', 'collected', 'volume', 'distribution', 'transportation', 'mode', 'shape', 'sixty', 'individual', 'countries']","['detail', 'collected', 'postal', 'service']",0
"['massive', 'tidal', 'waves', 'swept', 'crete', 'parts', 'mediterranean', 'smashing', 'buildings', 'drowning', 'many', 'thousands', 'people']","['thousands', 'people', 'drowned', 'tidal', 'waves', 'swept', 'island']",0
"['congress', 'controls', 'funding', 'levels', 'began', 'include', 'many', 'members', 'support', 'purpose', 'goals', 'federal', 'civil', 'legal', 'services', 'program']","['congress', 'responsibility', 'comes', 'controlling', 'funding', 'levels']",2
"['standard', 'print', 'film', 'available', 'many', 'shops', 'major', 'towns', 'serious', 'shutterbugs', 'want', 'seek', 'one', 'following', 'photography', 'stores', 'full', 'range', 'specialist', 'film', 'abbey', 'photographic', '25', 'stramongate', 'kendal', 'la9', '4bh', 'tel', '01539', '720085', 'photo', 'shop', 'north', 'road', 'ambleside', 'cumbria', 'la22', '9', 'dt', 'tel', '015394', '34375']","['cant', 'find', 'film', 'anywhere', 'kendal', 'cumbria']",2
"['example', 'case', 'study', 'effectiveness', 'job', 'training', 'program', 'might', 'need', 'take', 'account', 'general', 'economic', 'trends', 'unemployment', 'rates', 'community']","['general', 'economic', 'trends', 'wouldnt', 'considered', 'case', 'study', 'job', 'training', 'effectiveness']",2
"['also', 'dont', 'seem', 'mind', 'tranquillity', 'zen', 'temple', 'rock', 'garden', 'shattered', 'recorded', 'announcements', 'blaring', 'loudspeakers', 'parroting', 'information', 'already', 'contained', 'leaflets', 'provided', 'ticket', 'office', 'heavymetal', 'pop', 'music', 'loudly', 'emanates', 'radio', 'middleaged', 'owner', 'corner', 'grocery', 'store', 'parks', 'gardens', 'hallowed', 'temples', 'ringed', 'garish', 'souvenir', 'shops', 'whose', 'shelves', 'display', 'tastefully', 'understated', 'hideously', 'kitsch']","['zen', 'temple', 'rock', 'garden', 'place', 'lots', 'people', 'gather', 'celebrate']",1
"['hologram', 'makes', 'things', 'uh', 'mean', 'sometimes', 'sometimes', 'funny', 'sometimes', 'uh', 'know', 'something', 'pass', 'time', 'watch', 'football']","['activities', 'together', 'football', 'game', 'starts']",0
"['kept', 'important', 'papers', 'purple', 'despatchcase', 'must', 'look', 'carefully']","['must', 'carefully', 'look', 'purple', 'despatchcase', 'kept', 'important', 'papers']",0
"['enter', 'realm', 'shopping', 'malls', 'everything', 'youre', 'looking', 'available', 'without', 'moving', 'car']","['shopping', 'mall', 'sparse', 'network', 'stores', 'requires', 'significant', 'amount', 'travel', 'go', 'one', 'store', 'another']",2
"['indeed', 'recent', 'economic', 'research', 'suggests', 'investment', 'information', 'technology', 'explains', 'acceleration', 'labor', 'productivity', 'growtha', 'major', 'component', 'overall', 'economic', 'growthsince', '1995']","['research', 'says', 'acceleration', 'labor', 'productivity', 'due', 'investment', 'information', 'technology']",0
"['ho', 'therewhat', 'devil', 'overseers', 'hand', 'spun', 'hanson', 'around']","['overseers', 'hands', 'grabbed', 'hanson', 'shoulders']",1
"['using', 'teams', 'also', 'assist', 'integrating', 'different', 'perspectives', 'flattening', 'organizational', 'structure', 'streamlining', 'operations']","['organizational', 'structure', 'isnt', 'one', 'issues', 'team', 'known', 'assist']",2
"['yes', 'would', 'wouldnt', 'able', 'kind', 'automobiles', 'think', 'deserve', 'kind', 'homes', 'think', 'deserve', 'might', 'know', 'able', 'think', 'generation', 'went', 'without', 'debt', 'next', 'generation', 'like', 'generation', 'husband', 'twenty', 'eight', 'lived', 'lives', 'didnt', 'become', 'know', 'indebted', 'like', 'know', 'generation', 'us', 'um', 'budget', 'would', 'balance', 'became', 'accustomed', 'living', 'could', 'afford', 'wouldnt', 'destitute', 'mean', 'wouldnt', 'living', 'street', 'means', 'compared', 'spoiled', 'would', 'minds', 'feel', 'like', 'generation', 'us', 'would', 'oh', 'man', 'would', 'good', 'would', 'much', 'better', 'wouldnt', 'perfect', 'could', 'learn', 'live', 'could', 'afford', 'save', 'buy', 'want', 'nicer', 'car', 'well', 'save', 'little', 'longer']","['life', 'great', 'subsequent', 'generations', 'generation', 'goes', 'without', 'debt']",1
"['niche', 'incumbent', 'might', 'provide', 'delivery', 'less', 'frequently', 'subset', 'possible', 'stops']","['deliveries', 'could', 'possibly', 'reduced', 'current', 'levels']",2
"['think', 'rate', 'processing', 'uh', 'reached', 'rate', 'housing', 'anyway', 'keep', 'keep', 'normal', 'cant', 'upset', 'system', 'much']","['rate', 'processing', 'reached', 'rate', 'housing', 'used', 'way']",1
"['step', 'court', 'december', '2002']","['shes', 'going', 'step', 'court', 'winter', '2002', 'years']",1
"['perhaps', 'sandoros', 'views', 'grown']","['sandoro', 'might', 'impacted']",0
"['piece', 'describes', 'learning', 'channels', 'new', 'womentargeted', 'reality', 'tv', 'wedding', 'story', 'baby', 'story', 'dating', 'story', 'featuring', 'reallife', 'marriages', 'babies', 'dates']","['learning', 'channel', 'focuses', 'male', 'audience']",2
"['saw', 'get', 'aboard']","['never', 'saw', 'get']",2
"['year', 'gave', 'morethan', 'half', 'million', 'dollars', 'western', 'michigan', 'legal', 'services']","['give', 'money', 'legal', 'services']",2
"['blue', 'says', 'blumenthal', 'claimed', 'clinton', 'told', 'lewinsky', 'made', 'unwanted', 'sexual', 'advances']","['clinton', 'said', 'monica', 'lewinsky', 'made', 'unwanted', 'sexual', 'advances', 'time', 'journalist', 'white', 'house']",1
"['mr', 'whittingtons', 'address', 'town']","['address', 'mr', 'whittington', 'located', 'town', 'country']",1
"['maybe', 'sense', 'behavior', 'pippens', 'iversons', 'world', 'defensible']","['angry', 'retorts', 'refs', 'may', 'justified']",1
"['know', 'social', 'security', 'benefits', 'promised', 'current', 'law', 'workers', 'calculate', 'much', 'expect', 'employersponsored', 'pension', 'plans', 'much', 'need', 'save', 'retirement']","['employer', 'sponsored', 'pension', 'plans', 'give', 'workers', 'money', 'save', 'retirement']",0
"['yeah', 'well', 'veered', 'subject']","['indeed', 'go', 'away', 'original', 'subject', 'got', 'distracted']",1
"['reported', 'masterfully', '72', 'campaign', 'hells', 'angels']","['extraordinarily', 'bad', 'job', 'reporting', 'hells', 'angels']",2
"['washington', 'square', 'underripe', 'uturn', 'devils', 'advocate', 'rotting']","['washington', 'square', 'sunny', 'overripe']",1
"['waiting', 'scotland', 'yard', 'men']","['knew', 'far']",1
"['atampt', 'mci', 'protested', 'tax', 'pledged', 'pass', 'cost', 'mci', 'charges', '5', 'percent', 'state', 'longdistance', 'calls', 'atampt', 'charges', 'flat', 'rate']","['att', 'mci', 'believe', 'tax', 'fair', 'decided', 'absorb', 'cost', 'instead', 'passing']",2
"['living', 'equal', 'ritz', 'observed', 'sigh']","['living', 'nothing', 'compared', 'glamour', 'ritz', 'said', 'sadly']",0
"['sure', 'take', 'greuze', 'asked', 'natalia']","['natalia', 'knowing', 'could', 'dangerous', 'venture', 'forth', 'asked', 'greuze', 'really', 'wise', 'take', 'thinking', 'may', 'completely', 'safe', 'continue', 'moment']",1
"['example', 'nipa', 'excludes', 'capital', 'transfers', 'like', 'estate', 'tax', 'receipts', 'recorded', 'revenue', 'unified', 'budget', 'investment', 'grantsinaid', 'state', 'local', 'governments', 'unified', 'budget', 'records', 'outlays']","['nipa', 'exclude', 'capital', 'transfers']",2
"['rained', 'last', 'two', 'weeks', 'instead', 'planting', 'saint', 'augustine', 'grass', 'front', 'yard', 'think', 'would', 'plowed', 'everything', 'rice', 'field']","['rained', 'enough', 'flood', 'everything', 'make', 'rice', 'pattys']",0
