id,premise,hypothesis,lang_abv,language,label
221b623797,usage points yadda yadda yadda 's larger social suggests ever-larger percentage content everyday communication correctly anticipated--probably owing part sheer repetition words arguments various public media.,says bigger percentage content communication expected.,en,English,0
2ecdd486a7,Gore Clinton's lackey six years.,Gore away Clinton six years.,en,English,2
45371d3505,working group met several times develop recommendations changes legal services delivery system.,working met discuss changes legal services delivery system.,en,English,0
1479cf3d85,also private practice.,"private public practice, well business focus on.",en,English,1
cdfd9f332a,"Howard Berman California, influential Democrat House International Relations Committee.",Howard Berman Democrat House.,en,English,0
3369dc3130,Congress also told LSC could continue fund grantees presumptively must begin distribute funds competitive basis.,Congress told LSC run business affairs.,en,English,0
f19cc5b9ee,really nice compromise especially felt like still living house still couch bed really helped lot lot comfortable,furniture house made much comfortable her. Yet still able get assistance needed it.They check two three times day give medication also.,en,English,1
f3fab803bd,"Pray seated, mademoiselle.","Please seat yourself, miss.",en,English,2
61900ec484,(Imagine difference smoking cigarette injecting pure nicotine directly vein.),Picture injecting nicotine vein compared smoking cigarette.,en,English,0
e85326ef46,Challenges Restore Public Confidence,Public confidence difficult reestablish.,en,English,0
526384ceaa,"got him?""",catch redhanded?,en,English,1
8c832df2eb,yeah student i'm money,"I'm student, need money get this.",en,English,0
c75ad7d81a,Visigoths sack Rome,Rome invaded Visigoths.,en,English,0
46098d434f,"Apartment...twenty-one B, apparently.","Apartment 22C, apparently.",en,English,2
4329f185ab,um i've visited Wyoming area i'm sure exactly Dances Wolves filmed,know even though visited area.,en,English,0
c0ff6496b7,well think got agree,could agree you.,en,English,2
3706506df5,"Outside, set manicured gardens, remains Abbey Holyrood.",Abbey Holyrood located outside among lovely gardens.,en,English,0
593c89ed8e,"Maybe sense, behavior Pippens Iversons world defensible.",Pippens Iverson penguins.,en,English,2
c3a42cc90f,yeah well started uh studying mathematics basically really good high school,also straight-A student.,en,English,1
db1e68e9f6,done spectacularly.,"done marketing changes spectacularly, fourth quarter shown increase profit margin three-fold.",en,English,1
2914ab4042,"Further, given dynamic environment agencies face, employees need incentives, training, support help continually learn adapt.","Welbeck's CEO told committee necessary ensure employees trained, prepared compensated ways enabled react shifting markets.",en,English,1
2d59595d71,man looked girl.,girl man's daughter.,en,English,1
478e310108,he's college graduate type guy he's he's entrepreneur gives practical financial advice cars know nothing college level basic stuff name Bruce Williams he's national radio uh know would might want whatever radio talk shows he's channel uh five seventy,"entrepreneur gives people financial advice real estate, know anything cars",en,English,2
84dcc46abd,yeah right right yeah know uh remember college days,Back college well.,en,English,0
7501c52e51,watch TV,watched movies.,en,English,1
2f64d4f23a,hologram makes things uh mean sometimes sometimes funny sometimes uh know something pass time watch football,nothing stare walls til game starts.,en,English,2
9adb987059,"Kicked house 16 (she called Suzie days), Roy went Delhi architecture school, supporting selling empty milk bottles (some say beer bottles).",Roy sell bottles make money.,en,English,0
bcd15ce20b,Dirt mounds surrounded pit spectators stood five six people deep around edge pit.,piles around hole.,en,English,0
4843b46a67,that's uh way,way it.,en,English,0
a48707efb9,right war,war started.,en,English,2
20eaf4860f,professors go going see professors know going see TA know uh,professors really care students.,en,English,1
8ec151d865,nice reminded people remember.,nice people remember.,en,English,0
f3fde10916,they're almost five hundred month one bedroom place,one bedroom units usually one bathroom.,en,English,1
839b1ae927,"still espouse God-given right human beings use environment benefit, says Barrett Duke Southern Baptists.",Barrett Duke terrorist Southern Baptists.,en,English,2
f54c0489ee,think Buffalo coming team they're going they're showing real promise next uh years,"Buffalo showing real promise next years, think coming team.",en,English,0
f05dd5ae50,pretty good newspaper uh-huh,"think decent newspaper, comics section favorite.",en,English,1
0039e05612,liberation old European colonies created basis postwar independence movements proclaiming Japanese slogan Asia Asians.,liberation old European colonies solely responsible postwar independence movements.,en,English,1
f3a40ee4a8,man claims robbed en route stranded without money plane ticket airport somewhere Europe Middle East.,claimed robbed able get away without losing anything.,en,English,2
e2aba6bcdf,"two nations divided up, France got 54 sq km (21 sq miles) Holland agreed take 41 sq km (16 sq miles), included important salt pond near Dutch capital Philipsburg.",France ended getting salt pound.,en,English,0
ffb16f082d,call immigrants anymore back granddaddy's day,never called immigrants.,en,English,2
00231917be,"Hersheimmer ""WELL,"" said Tuppence, recovering herself, ""it really seems though meant be."" Carter nodded.",destiny.,en,English,0
b0ff69ae4c,make simulacra mandrakes--like manicurist barber shop.,manicurist great work.,en,English,1
e5ad37ba94,"may best way read text years ahead magnifying glass, looking glass--as prism discern political culture produced Nixon shares own.",Many things shared Nixon culture,en,English,1
75b855fc71,Czesiek suitable experience matter.,Czesiek plenty experience.,en,English,0
84c72014ab,okay think hang think anything else,need wait tell us do.,en,English,2
b8a81b995c,um-hum right state,state at?,en,English,0
5385b2857f,found new object affection.,love new sports car.,en,English,1
445ddedd66,People make two justified complaints Slate 60 ranking America's largest contributors charity.,Slate 60 ranks American charity contributions.,en,English,0
27a08fe752,"villages much less developed, therein lies essence many delights.",villages greatly developed.,en,English,2
5318e20f68,well think got agree,much agree you.,en,English,0
b8e74b9de4,"Even entire unified surplus saved, GDP per capita would fall somewhat short U.S. historical average doubling every 35 years.","Even entire unified surplus lost, GDP per capita would fall somewhat short U.S. historical average doubling every 35 years.",en,English,2
83e8ef0d64,Big Game Fishing Boat Trips.,Sport fishing boat adventures.,en,English,0
15b5eced9a,caught breath.,breath would come.,en,English,2
7a2778c3e0,"Anyway, thank much trying help us.",upset try help all.,en,English,2
397a9f7b04,"fascinating exhibits include section massive chain Byzantines used stretch across mouth Golden Horn keep enemy ships, well captured enemy cannon military banners, campaign tents Ottoman sultans controlled armies, examples uniforms, armour, weapons earliest days Empire 20th century.",Byzantines one richest empires world history.,en,English,1
1beb153cb1,"equipment need windsurfing hired beaches Tel Aviv (marina), Netanya, Haifa (at Bat Galim beach), Tiberias, Eilat.",Windsurfing equipment available hire Tel Aviv year round.,en,English,1
1b00c69f5c,last 12 years life blank.,spent last 12 years life alcoholic blackout,en,English,1
5ca927240d,"Children, especially boys, seen blessing treated indulgence, fussed mothers grandmothers.",Male children considered blessing family.,en,English,0
496c7db4a4,"Saving Mystery, Money Go?",mystery saving.,en,English,0
51df26e12d,show local,local tehy show local sports.,en,English,1
b0e359c5db,"group guys went drink work, sitting bar real 6 foot blonde fabulous face figure match.",stunning six foot blonde woman sat bar men work.,en,English,0
bfeae81a53,Fixing current levels damage would impossible.,Fixing damage could never done.,en,English,0
b9d925ac94,"sure, auctions rip-offs.",auctions sell high priced goods.,en,English,1
b15356a03a,wonder kept though seemed like buffaloes moving fast guess graze though problem,buffaloes stop graze long time.,en,English,1
99a7838b18,"done, said last.",impossible.,en,English,2
b012d70b4d,census 1931 served alarm signal Malay national consciousness.,1931 Malay census alarm bell.,en,English,0
b12cfa2503,guess experience really go child care route able home together,able home child ended getting childcare instead.,en,English,2
2454d9ef47,"fiscal year 1996, Congress determined Commission recover $126,400,000 costs, amount 8.6 percent higher required fiscal year 1995.",Commission use extra 8.6 percent build roads.,en,English,1
f89682edac,Climate changes already effect reducing amount forest land; monks accelerated process clearing many acres order make room ever-growing herds sheep.,effect reducing amount forest land habitats destroyed.,en,English,1
96e2a1eb1e,"Trump, said would decide March whether run president, would likely spend $100 million $200 million money campaign.","runs President, Trump likely spend millions campaign.",en,English,0
4e18e5671d,"SSA consider comments received April 14, 1997, issue revised regulations necessary.",Regulations revised circumstances.,en,English,2
dd7141c1c1,"anything, ultimate fighting safer less cruel America's blood sport.",America's blood sport commonly known boxing.,en,English,1
c0581073b4,"Clinton consents, censure community service proceed.",censure community service important.,en,English,1
ed1d1e9341,well knees bothering yeah,knees giving problems.,en,English,0
4f0d10640c,Turns Bill got one letter last year tore heartstrings.,Bill got two letters last year tore heartstrings.,en,English,2
6b8dd03a2f,"Named city gentleman infamous burglar, one best-known pubs city.",well-known pub named burglar.,en,English,0
1acd0ff70e,"Good-bye."" Julius bending car.",Julius said good bye car.,en,English,0
d027d6cb6c,"still espouse God-given right human beings use environment benefit, says Barrett Duke Southern Baptists.",Human beings entitled environment.,en,English,0
6dc00472f4,"Prototyping, example, may act part requirements definition process, helping agency identify control areas high uncertainty technical risk.",Prototyping important.,en,English,1
2e94b71d66,"site provides information links, tools, resources developed benefit audit profession, including audit programs, best practices, research services.",Thousands auditors across country visited site recent weeks.,en,English,1
51ed33fadd,"Aswan became backwater following decline Egyptian Empire, far removed power bases Alexandria Cairo.",Aswan favor Egyptians dam built.,en,English,1
bfdf5b476a,Look overseer there.,careful overseer.,en,English,0
72a5ff51a1,know think i've reading read ten years ago big uh um rallies people would streets flashing signs statehood yes people would statehood statehood um familiar politics uh uh know called Latino loudspeakers cars run neighborhood saying vote know Pierre he's uh Pedro uh Pedro he's best really kind comical,"there, would voted Pedro.",en,English,1
897a9fb58a,completely agree either,totally agree too.,en,English,2
1c268d3903,"Although hard disagree James Surowiecki's roasting Wade Cook Book Cook, Surowiecki's assertion equity stock option market simply big casino contribute[s] nothing smooth functioning capital markets wrong silly.",Wade Cook wrote Book Cook.,en,English,2
d5da95d3bc,"cases, members initially participated existing trust relationship individual leaders sponsors, challenge keep returning saw value participating built trust members.",trust members built important trust made leaders.,en,English,1
a71bf251a5,"result procedures, Department estimates annual net savings $545 million.","annual net savings $545 million estimated Department, says report.",en,English,0
f740147666,drive around country dilapidated ice-cream truck trying keep cool.,drove around brand new ice cream truck make sure could keep cold.,en,English,2
29d7a38560,"providers worked newly created Legal Assistance Disadvantaged Committee Minnesota State Bar Association (MSBA) create Minnesota Legal Services Coalition State Support Center position Director Volunteer Legal Services, Access Justice Director Minnesota State Bar Association.",Minnesota State Bar Association Legal Assistance Disadvantaged Committee.,en,English,2
e185360c1b,"professional courtesy, GAO inform requesters substantive media inquiries ongoing assignment.",rare GAO something professional courtesy.,en,English,1
4bbd38a6d6,"All-inclusive packages large resort hotels offer restaurants, sporting activities, entertainment, wide-screen sports channels bars, shopping, guaranteed suntan.",Suntans included.,en,English,2
896b474c9f,purpose paper analyze rural delivery costs compare city delivery costs.,Rural delivery expensive city.,en,English,1
a7be1b577f,cold air abundance water gave good cheer eve.,"cold, fresh mountainous air made happy.",en,English,0
5f957696ed,"program covers units covered new nationwide sulfur dioxide trading program located States WRAP that, year starting 2000, emit 100 tons sulfur dioxide used produce electricity sale.",program covers units covered nationwide sulfur dioxide trading program.,en,English,2
f244ffe3c7,Czarek fight attention:,Czarek fight attention.,en,English,2
71bb33e396,Hang all! said Tommy indignantly.,Tommy realize indignant.,en,English,1
02fef5a1dc,sure look around compare buying.,Make sure browse make comparisons purchasing.,en,English,0
64dedbd797,"keep colors fresh, dabbed carcass blood pail, grabbed paintbrushes capture lurid reds canvas.",lightly pressed blood pain onto carcass.,en,English,0
3068d7c59e,"jumped, coat tails flapping.",completely naked.,en,English,2
a86ee07331,"'Publicity.' Lincoln removed great hat, making small show dusting off.",Lincoln took black top hat off.,en,English,1
e1f3179344,he's engineer even came set running like two hundred dollars thought,took hours figure set myself.,en,English,2
8d4a68bb31,yeah easy i'm actually interested getting one kind wife talking past couple years one kind campers pop-up uh maybe eight foot square two feet tall get going raises there's tenting material,want camper like that.,en,English,2
1d431716f4,"gave girl clothes gifts took Connecticut estate weekend pony rides, according Star . supposed compete that?","gave girl clothes, gifts pony rides. That's hard compete with.",en,English,0
9d803b775f,"HCFA published Notice Proposed Rulemaking March 28, 1997 (62 Fed.",HCFA decided keep secret proposed rules.,en,English,2
5b09cb9ec6,"Audit committees oversee internal external auditors, also proactively involved understanding issues related complexity business, and, appropriate, challenge management discussion choices regarding complex accounting, financial reporting, auditing issues.",Audit committees concerned oversight internal external auditors.,en,English,2
6954c74d94,"west city Hillend Midlothian Ski Centre, longest artificial ski slope Europe.",Midlothian Ski Centre artificial ski slope Scotland.,en,English,1
b2a5d21e35,'Have Mr. Whittington's address town?,"already address Mr. Whittington, thank you.",en,English,2
51d925cd8f,4) enough known nontransportation costs vary distance.,There's enough known concerning ways costs associated nontransportation change according distance.,en,English,2
285cda67fd,church even elaborate Baroque pulpit.,church Barogue style pulpit,en,English,0
f82cfbe715,"one-at-a-time, uncoordinated series regulatory requirements power industry optimal approach environment, power generation sector, American consumers.",optimal approach.,en,English,0
41cf1b1e78,"Like Japanese, Chinese, Portuguese them, many new peoples would stay Hawaii, adding ethnic racial mix become hallmark islands.",Hawaii became diverse.,en,English,0
562c675bfd,yeah that's true traffic um yeah yeah,That's true traffic intense here.,en,English,1
8983de5072,rooms balconies.,rooms balconies overlook ocean.,en,English,1
06c3a0a8d1,right get away everyday things going children smaller used go uh Delaware along ocean ocean every year fun stayed mostly state parks uh really enjoyed,enjoy staying state parks.,en,English,2
5186f3abc1,"individual's survival curve, probability surviving beyond given age, shift result environmental quality improvement.",Environmental quality impact life expectancy people already old.,en,English,2
18dceb3a7b,Case Study Evaluations.,Evaluations Case Studies.,en,English,0
8ba23beab8,"includes testing, information review, interviews related data reliability.",testing related data reliability included.,en,English,2
b43015e495,"Auditors may use engagement letter, appropriate, communicate information.",Auditors may use engagement letter communicate.,en,English,0
5ca8017b75,"him?"" asked.","Her?"" asked shocked tone.",en,English,2
e1eeb02105,Climate changes already effect reducing amount forest land; monks accelerated process clearing many acres order make room ever-growing herds sheep.,effects climate change seen.,en,English,0
e8c79c8e87,sobered.,always sober.,en,English,2
e166130cee,even smiled Susan smiled back.,smiled Susan warn incoming attackers.,en,English,1
8b08934a8a,"two nations divided up, France got 54 sq km (21 sq miles) Holland agreed take 41 sq km (16 sq miles), included important salt pond near Dutch capital Philipsburg.",French ended control salt pound.,en,English,2
b229170162,okay guess we're,"Alright, guess go.",en,English,0
d07d548a84,Medicare gross outlay projections based intermediate assumptions 2001 HI SMI Trustees' reports.,Medicare costs projected rise.,en,English,1
8c61b40901,moment two back.,went back moments.,en,English,0
cbf7931502,"salt, drying huge, square pans Las Salinas south.","South Las Salinas, salt dried pans future use.",en,English,0
88ab049e8c,reverted former point view.,new views.,en,English,2
471875e94b,Additional information provided help managers incorporate standards daily operations.,Managers develop standards operations without assistance.,en,English,2
721a831d90,million savings year.,saved ton year.,en,English,0
d3ad742ad1,"Last year, campaign - primarily among private attorneys - drew less $40,000 Nashville legal aid fund-raising garnered $500,000.",campaign got less fraction Nashville fund got.,en,English,0
f215fb1f37,shows clearly enough poor old friend found she'd made fool of!,sorry friend's predicament.,en,English,1
e9fa13b97a,yeah true fact friend mine moved North Carolina um emergency room nurse operating room,friends work medical field.,en,English,2
e2da4c9418,air warm.,arid air permeates surrounding land.,en,English,1
6a48509a25,trying think favorite people liked music they're none recent right,None musicians like recent.,en,English,0
441aa84c59,Knowing help workers understand combination revenue increases benefit reductions necessary restore program's long-term solvency.,"knowledge, workers understand revenue increases benefit reductions needed restore solvency.",en,English,0
6bd8f033c3,bugs hell track down.,takes hours find bugs.,en,English,1
a25c2eb60b,last stages uploading like mental dry-heave.,There's really discernible feeling comes uploading.,en,English,2
ba1d1379c8,walked street followed.,followed street.,en,English,0
d22ceec43e,"1099, leaders Godfrey de Bouillon Tancred, Crusaders captured Holy City Christendom slaughtering Muslims Jews.",Muslims captured Holy City.,en,English,2
94e7f3096c,he's engineer even came set running like two hundred dollars thought,two hundred dollars brought home set up.,en,English,0
394b832249,"Merrion Square West, Dublin 2.",Across street Burger King.,en,English,1
55f48bd8eb,red moon made skin glow.,skin glowing red moon.,en,English,0
bffdbde6d7,anything else wanted keep magic.,much could withstand magic.,en,English,0
918af021a4,large scale production entertainment films phenomenon well worth seeing several times.,production entertainment films dull.,en,English,2
c729428394,"jumped, coat tails flapping.",leaped snow.,en,English,1
7bb7551c43,blame true creed?,woman blamed well.,en,English,1
49ebf12d57,finding latest thing friends usually uh time effective,works best find things TV.,en,English,2
88aeb0bbb6,turned saw Jon sleeping half-tent.,saw Jon sleeping hours.,en,English,1
725bc75618,"claimed earned $11,000 month - $132,000 year - home quilting business owned 22 years.",Quilting profitable hobby.,en,English,1
1b1d4b7648,hm oh oh that's great uh-huh get full benefits,That's wonderful.,en,English,0
3cd866cf67,back know pull spot uh rent year rent daily nightly week whatever,"rent year, others daily weekly.",en,English,0
4c8f685d56,"counterweight Singapore Chinese, would bring North Borneo states Sabah Sarawak, granting special privileges indigenous populations funds development backward economies.",indigenous populations growing alarming rate years.,en,English,1
abce6f60d9,"kampung workshops watch fantastic birds butterflies made paper (and increasingly, nowadays, plastic, too) drawn strong, flexible bamboo frames.",Birds butterflies seen kampung workshops.,en,English,1
bd02e35a4b,"Well, we've got get it, that's all.",get around it.,en,English,0
2ac5bec666,hi Cynthia wear work today,wear pants work today?,en,English,1
7f1c1c4888,"Varanasi Hindu University Art Museum superb collection 16th-century Mughal miniatures, considered superior national collection Delhi.",Varanasi Hindu University art museum.,en,English,2
8393fd65e7,"' Blankley replies, fund-raisers going parts country raise 'The conservatives coming, conservatives coming.","Blankley replies, fundraisers parts country raise ""the conservatives coming"" order instill fear liberal voters.",en,English,1
7a983e8800,"Sultan Abdul Hamid II (1876 1909) tried apply absolute rule empire staggering crushing foreign debt, fragmented population hostile people, succeeded creating ill dissatisfaction amongst younger generation educated Turks.","Although disliked educated young Turks, Sultan Abdul Hamid II loved older generations.",en,English,1
e45581f141,"findings, Administrator determined environmental impact statement need prepared.",Administrator believes environmental impact statement prepared.,en,English,2
4a99669bb1,'Upload body? body?',body.,en,English,2
3d710521eb,"like hairpins powder-puffs."" Tommy handed rather shabby green notebook, Tuppence began writing busily.",Tommy handed Tuppence red notebook.,en,English,2
44673ed6d1,"tell you, tried understand it.",figured out.,en,English,1
22e3e9f42c,man like cannot fail… .,man cannot fail...,en,English,0
ee8a7b59ba,right well warmth developed think picture relationships,got married while.,en,English,1
f91afd662f,type paint everything,"paint formula, great!",en,English,0
53acc1e4fc,federal employment training program report number participants.,federal employment training program can't report number participants.,en,English,2
bd70ba2269,yeah that's that's big step yeah,"Yes, committed make big step.",en,English,1
046e4f8f52,"Many Lakeland hotels also quote D, B B (dinner, bed, breakfast) rate, includes evening meal often quite cost-effective.","Many Lakeland hotels also quote affordable dinner, bed, breakfast rate, shortage affordable dinner restaurants area one chooses eat hotel.",en,English,1
5bdc4748f1,"emerged, Boris remarked, glancing clock: ""You early.",Boris arrived rendezvous appeared.,en,English,1
0397bdef44,Additional information provided help managers incorporate standards daily operations.,information developed thanks extra federal funding.,en,English,1
579d759da3,Extensive documentation IPM available //www.epa.gov/airmarkets/epa-ipm/index.html.,documents free view.,en,English,1
cbd0fafe04,(Hypothetical data example given table 2.2.),possible data table 2.2,en,English,0
ba2388b804,uh think even Electric Light Orchestra real um influences classical music i'm still still favorite fact CDs got classical music,"CDs barney songs, CDs.",en,English,2
6c70a7a33d,"Well aware island's burgeoning wealth repository supplies, French pirate Bertrand de Montluc sailed Funchal harbor 11-galleon armada 1,300 men.","Montluc plundered looted island, killing many residents.",en,English,1
f4ab9c19cf,Click Friedrich Hayek ring go ...,Click Friedrick Hayey ring go.,en,English,0
e8ce91ae55,"Politically, anti-democratic, replacing congressional executive branch decision-making.",anti-democratic gives decision-making executive branch.,en,English,2
45b56111c5,I'm confused.,clear me.,en,English,0
fb5700a904,"street ends Taksim Square (Taksim Meydane), heart modern Istanbul, lined luxurious five-star hotels glass-fronted Ataturk Cultural Centre (Ataturk Keleter Sarayy), also called Opera House.",street heart Istanbul.,en,English,0
be2dd2d9fc,"However, WRAP States may unanimously petition Administrator determine total emissions affected EGUs reasonably projected exceed 271,000 tons 2018 later year make affected EGUs subject requirements new WRAP trading program.",WRAP States may unanimously petition Administrator overturn smoking ban.,en,English,1
b47cb2921e,"face getting longer bottom generations, getting shorter (and broader) top.",face gets longer thinner bottom throughout generations.,en,English,1
1a087ea88f,yes would able kind automobiles think deserve kind homes think deserve might know able think generation went without debt next generation like generation husband we're twenty eight lived lives become know indebted like know generation us um budget would balance became accustomed living could afford destitute mean living street means compared spoiled would minds feel like generation us would oh man would good would much better perfect could learn live could afford save buy want nicer car well save little longer,glad generation debt.,en,English,2
2c861fe2bc,that's right work death well i'm sorry hear color come good weekend,work death.,en,English,1
3a718b0380,"Since system would automatically verify receipts acceptances prior invoice payment authorization, would need authorize payment prior verification receipt.",new system nothing invoice payments.,en,English,2
a9a6368e52,"Revolutionaries dissuaded destroying cathedral's statues, although 67 saved (many originals housed Mus??e de l'Oeuvre Notre-Dame next door).",67 statues able saved Revolutionaries destruction.,en,English,0
0cbb287fca,final aim screening must improved outcomes referral counseling.,"Screening needs find people problems, accomplish anything else.",en,English,2
9126be7147,uh major change noticed gardening that's extent we've done little bit patio uh waiting rain subside mow month finally got mow weekend,still able mow couple weeks.,en,English,2
41b80a2a15,"1654 Oliver Cromwell, Lord Protector England, dispatched British fleet Caribbean break stranglehold Spanish.",Cromwell sent nobody Caribbean.,en,English,2
b7f83bd972,"northwest chateau, Grand Trianon palace, surrounded pleasantly unpompous gardens, home Louis XIV's mistress, Madame de Maintenon, aging king increasingly took refuge.",Grand Trianon palace residence Louis XIV.,en,English,2
472e325c76,finest huge conical-roofed Tomb/Pillar Absalom (King David's son).,Tomb/Pillar Absalom largest structure area.,en,English,1
3039f8ca79,"NEH-supported exhibitions distinguished elaborate wall panels--educational maps, photomurals, stenciled treatises--which competed objects space attention.",wall panels exhibition louder noticeable actual objects themselves.,en,English,1
57e0080d48,"Generally, FGD systems tend constructed closer ground compared SCR technology retrofits.",FGD systems tend replicate SCR systems.,en,English,2
f5367a8eba,yep,never happened me.,en,English,2
63901c8669,exercise supposed,Exercise supposed that.,en,English,0
8d63909ea5,there's certain times year course uh probably well temperature stuff uh right time year works pretty good,seems work pretty well year long.,en,English,2
1bebc5bb39,Acquaintances mine become Orthodox codes.,friends converted religions.,en,English,1
34362a82a2,Welts grew man's cheeks.,welt man got battle growing.,en,English,1
55df2ad3fd,"need sure going."" Tuppence, once, seemed tongue-tied.",Tuppence stop talking.,en,English,2
61641db6fc,know thinking they're going money jobs success everything jobs end homeless knowing anybody money terrible,always reach potential become successful.,en,English,2
a22ae95f4d,Pro-choicers point close-up images literally cut fetus's context--the woman--out picture.,Pro-choices say close-up images unfair.,en,English,0
1dfacbec39,works seen museum attached cathedral (admission around 100 pe?­setas).,cathedral also fair number sculptures.,en,English,1
5e0dd71d49,"Total electricity expenditures increase 15% 30% depending year scenario (see Table 3, below, tables Appendix 5.2 detail changing pattern expenditures).",sad see costs go 80% year.,en,English,2
f902286a5f,"Given limits WTO's jurisdiction, probably unreasonable Kodak expect real victory.",likely irrational Kodak look forward true victory.,en,English,0
65b54195f2,"come little difficulty here, since Mrs. Inglethorp never drank it.""",Mrs. Inglethorp definitely drank it.,en,English,2
9feebbcccd,"Oh! exclaimed, much relieved.","shrieked terror thought, almost barfed.",en,English,2
d1e490312c,"slept one cave animal skins, single large clay pot cooked food.",used multiple clay pots cook food.,en,English,2
817ae1e24c,"Crossfire days, patronized even Sam Donaldson.",never Crossfire.,en,English,2
806d09b435,tough times reviewers general.,"Reviewers, class, struggling moment.",en,English,0
31feaec7f5,"79 (260 ft) wide 36 (118 ft) high, built Ptolemies total reconstruction temple years 237 105 b.c.",Ptolomies never built temples all.,en,English,2
7ecb0ce1c0,Outside cathedral find statue John Knox Bible hand.,John Knox someone read Bible.,en,English,0
bc069a176a,"recently, speculation subsided.",speculation reduced recently.,en,English,0
523fbee5df,yeah well losing mean i'm i'm originally Saint Louis Saint Louis Cardinals uh mostly losing team,St. Louis Cardinals mostly losing team.,en,English,0
bbb48cab3c,uh right we're actually uh getting nice mean high fifties today three half weeks ago ice storm,weather getting warmer past weeks.,en,English,0
26eda399a9,well enough jobs people,still enough jobs everyone,en,English,2
c7ce9de7ca,oh yes well know laid last year lucky one first groups go,group one ten groups get laid off.,en,English,1
4ba9ac31e1,"Tokugawa shoguns feared, opening floodgates Western culture prolonged isolation traumatic effect Japanese society.","Tokugawa shoguns feared that, understood Japanese society well.",en,English,1
df1442fa4d,"Report Order, large part, adopts unanimous recommendations Hearing Aid Compatibility Negotiated Rulemaking Committee, advisory committee established Federal Communications Commission 1995.",Hearing Aid Compatibility Negotiated Rulemaking Committee product Federal Communications Commission.,en,English,0
292909ef61,"fact, going rewarded.","Sorry, going fined.",en,English,2
2e10cf7c8c,uh whether one might conceive pun intended possibility might kind deliberate uh um,might think possibility going event.,en,English,1
d9da9d671e,"park hill Monte makes good playground, ride wicker toboggan straight Old World theme park (though surely tame older kids).",Older kids may find park hill Monte unremarkable.,en,English,0
1df1ed0eb2,"islands' names refer different force winds hitting them, topography.",islands exposed winter winter.,en,English,1
fc1ace184d,Auditors strongly encouraged comply guidance provided GAGAS.,GAGAS offers guidance auditors compliance purposes.,en,English,0
6b80ccb6b2,there's uh let's see like Lakers Milwaukee Atlanta Hawks like,like Chicago Bulls Warriors.,en,English,2
b433a1a813,wore simple leather breastplate single red glyph chest.,wore lace-up leather boots steel toes feet.,en,English,1
0968e9d5c1,yeah know there's series pay attention try watch Cheers,watch ton series.,en,English,2
6f5002f39d,right oh they've really done uh good job keeping everybody informed what's going sometimes i've wondered almost needed know,think shared enough information everyone.,en,English,2
eabe8ea703,"fact, sloping shoulder noticeable feature new clothes Dior era, coming immediately wake Joan Crawford/Rosalind Russell period vigorous shoulder padding.",Dior era known sloping shoulders period shoulder padding.,en,English,0
d520591df1,cook next time would turn i'd try outdo he'd try outdo really lot fun,would cook next turn would would try outdo sometimes would get fight things.,en,English,2
45d3a10370,"Helms, 81 fifth term ends, increasingly frail.",Helms turn 81 next month.,en,English,1
04755cc4d5,"4 5 May mass mud rocks swept Pelee's White River (Riviyre Blanche) factory, killing 25 people.",Mud rocks swept away river.,en,English,0
d97e240375,"then, Miss Tuppence, said Sir James, ""you know place better do.","Sir James strode off, exclaiming need help.",en,English,2
3362717d1e,"if, ultimately happened, settlement resulted, could shrug shoulders, say, 'Hey, tried,' act like unsuccessful brokers honorable peace.",Neither side actually interested settlement time.,en,English,1
177551d11c,"Ben Yagoda writes New York Times Book Review , somewhere along way, Kidder must decided write book Tommy O'Connor.",book written Tommy O'Connor.,en,English,0
5be40713b2,"time around, Lloyd believes he's Messiah.","time, Lloyd believes space ship travelling space.",en,English,2
bf5a97681d,family.,family gorillas.,en,English,1
8324a6b4db,something,something,en,English,0
99517452e3,"However, SCR installations designed comply NOX SIP Call generally already installation process or, minimum, engineering phase project.",SCR installs NOX SIP comply with.,en,English,0
9173de3a5b,"purge foreigners, stayed on, strictly confined Dejima Island Nagasaki Bay.",foreigners left free purge foreigners.,en,English,2
4747d1e9a3,use textured paint,Textured paint always better case.,en,English,1
0038f7280f,Government sacrifice anything value exchange entity forfeits property receive anything value.,Approximately 300 people forcibly forfeited property 2015.,en,English,1
49ba04c9a8,aCondition Assessment Survey (CAS).,CAS Condition Assessment Survey,en,English,0
cc6214bd4a,"ethnic food shops vintage clothing stores electronics book shops, many interesting shopping spots hard imagine breadth depth.",wide variety shopping spots.,en,English,2
3046f258b9,"universal credibility problem polling wordsmithing mathematics mix, never will.",Wordsmithing mathematics related enough go together.,en,English,0
39fb4c9b7a,"stuff strong, somewhat brittle.","strong, yet brittle.",en,English,0
6200ec7a47,mean thing know like might standing somewhere right like let's say go know driving driving back home late night stop one know twenty four hour know gas stations joints,gas stations open 24 hours day.,en,English,2
52a9f44ba8,"second course began feel slightly ease, although help disturbed way stared me.",felt nervous going poison me.,en,English,1
d72484b54f,Congress' determination make agencies accountable performance lay heart two landmark reforms 1990 Chief Financial Officers (CFO) Act 1990 Government Performance Results Act 1993 (GPRA).,Congress made several big reforms nineties ensure agencies held accountable actions.,en,English,0
663f3fefc6,"double-decker boats get ready leave pier, bells ring, gangplank raised, deckhands blue sailor suits man hawsers, couple hundred commuters begin seven-minute sightseeing tour.","double decker boats service, never leave pier.",en,English,2
951544d673,truth?,true?,en,English,0
